"","studyid","region","RR","RR.CI1","RR.CI2","est","se","N","sparseN","W","pooled","Nstudies","method","X","Y","adj","agecat","sex","analysis","df","logHR.psi","logSE","HR.CI1","HR.CI2","severe"
"5877","pooled","Africa",0.88079645468588,0.51303398561241,1.51218518917638,-0.126928718688626,0.275757381918347,NA,NA,NA,1,1,"RE","stunt_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5878","pooled","Africa",2.00794098366455,1.21414029213436,3.32072580079865,0.697109810792268,0.256670185174391,NA,NA,NA,1,1,"RE","stunt_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5879","iLiNS-DYAD-M","Africa",1.33943529800787e-07,4.7721779197474e-08,3.75947198055096e-07,-15.8258475452147,8881.34643619676,1170,0,NA,0,NA,NA,"wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5880","JiVitA-3","South Asia",1.58295910179219,0.792723838956319,3.16094886366199,0.459295944678953,0.360844656620424,10146,9,NA,0,NA,NA,"wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5881","JiVitA-3","South Asia",1.25053150541896,0.721826249733605,2.16648957643555,0.223568665275635,0.309886935691584,11040,13,NA,0,NA,NA,"wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5882","ZVITAMBO","Africa",1.86629649785026,1.19721939236094,2.90929351805726,0.623955984684938,0.267637245872306,6628,18,NA,0,NA,NA,"wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5883","ZVITAMBO","Africa",1.29393022175364,0.78645441861926,2.12886516895262,0.257684270168503,0.271384142837542,7098,20,NA,0,NA,NA,"wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5884","pooled",NA,1.76036368867072,1.15510579260726,2.68276753196408,0.565520428992874,0.214963517287118,NA,NA,NA,1,2,"RE","wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5885","pooled",NA,1.27491100767038,0.854465031197042,1.90224060451255,0.242876378268816,0.204161264616875,NA,NA,NA,1,2,"RE","wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5886","pooled",NA,1.76036368867072,1.15510579260726,2.68276753196408,0.565520428992874,0.214963517287118,NA,NA,NA,1,2,"FE","wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5887","pooled",NA,1.27491100767038,0.854465031197042,1.90224060451255,0.242876378268816,0.204161264616875,NA,NA,NA,1,2,"FE","wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5888","pooled","Africa",1.86629649785026,1.10449363688027,3.15353796670693,0.623955984684938,0.267637245872306,NA,NA,NA,1,1,"RE","wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5889","pooled","South Asia",1.58295910179219,0.780391484271796,3.21090064211161,0.459295944678953,0.360844656620424,NA,NA,NA,1,1,"RE","wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5890","pooled","Africa",1.29393022175364,0.760158245363044,2.20250905516103,0.257684270168503,0.271384142837542,NA,NA,NA,1,1,"RE","wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5891","pooled","South Asia",1.25053150541896,0.681261039285721,2.29549167773493,0.223568665275635,0.309886935691584,NA,NA,NA,1,1,"RE","wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5892","JiVitA-3","South Asia",0.494990716201065,0.0682447929594321,3.59024913843451,-0.703216271738691,1.01013174296115,9726,1,NA,0,NA,NA,"co","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5893","JiVitA-3","South Asia",1.05626308186034,0.385022747620796,2.89772930299676,0.0547372848057747,0.591787591564453,10763,3,NA,0,NA,NA,"co","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5894","ZVITAMBO","Africa",2.18762061874642,0.883459606852853,5.41698107581001,0.78281447772784,0.604871456980887,6320,3,NA,0,NA,NA,"co","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5895","ZVITAMBO","Africa",2.30136744130611,1.20629767965439,4.39053493116332,0.833503485964709,0.465771330213079,6804,5,NA,0,NA,NA,"co","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5896","iLiNS-DYAD-M","Africa",1.73800684205111e-09,8.93340455956457e-10,3.38131757369299e-09,-20.1705268733727,8123.5751491328,627,0,NA,0,NA,NA,"ever_stunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5897","iLiNS-DYAD-M","Africa",0.271760565270926,0.0516538599859278,1.42978288276023,-1.30283387509471,0.820447846260799,579,2,NA,0,NA,NA,"ever_stunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5898","VITAMIN-A","South Asia",4.34476821113215e-09,1.37264096572659e-09,1.3752329472749e-08,-19.2542934257666,8542.4856253234,1932,0,NA,0,NA,NA,"ever_stunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5899","ZVITAMBO","Africa",0.577581842361105,0.348304068066975,0.957786070305388,-0.548905128253081,0.260347797106612,6830,19,NA,0,NA,NA,"ever_stunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5900","ZVITAMBO","Africa",0.89529794725095,0.582128509197327,1.37694409685758,-0.110598714150475,0.214509375092237,7152,40,NA,0,NA,NA,"ever_stunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5901","pooled",NA,0.577581842361105,0.3467376591115,0.962112928489179,-0.548905128253081,0.260347797106612,NA,NA,NA,1,2,"RE","ever_stunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5902","pooled",NA,0.89529794725095,0.587994850172875,1.36320652147906,-0.110598714150475,0.214509375092237,NA,NA,NA,1,2,"RE","ever_stunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5903","pooled",NA,0.577581842361105,0.3467376591115,0.962112928489179,-0.548905128253081,0.260347797106612,NA,NA,NA,1,2,"FE","ever_stunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5904","pooled",NA,0.89529794725095,0.587994850172875,1.36320652147906,-0.110598714150475,0.214509375092237,NA,NA,NA,1,2,"FE","ever_stunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5905","pooled","Africa",0.577581842361105,0.3467376591115,0.962112928489179,-0.548905128253081,0.260347797106612,NA,NA,NA,1,1,"RE","ever_stunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5906","pooled","Africa",0.89529794725095,0.587994850172875,1.36320652147906,-0.110598714150475,0.214509375092237,NA,NA,NA,1,1,"RE","ever_stunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5907","iLiNS-DYAD-M","Africa",1.30039910166587e-08,6.42684978834131e-09,2.63120794682497e-08,-18.1580095253187,8419.19716452249,627,0,NA,0,NA,NA,"ever_wast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5908","iLiNS-DYAD-M","Africa",1.2601301948497e-08,5.56788855793654e-09,2.85193945864541e-08,-18.1894656990813,9580.14610227177,579,0,NA,0,NA,NA,"ever_wast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5909","JiVitA-3","South Asia",0.163704022181004,0.0940958655512109,0.284805360163816,-1.80969522446704,0.286647283534105,12394,13,NA,0,NA,NA,"ever_wast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5910","JiVitA-3","South Asia",0.174845044956645,0.108061767484809,0.282901070910103,-1.74385515469818,0.251934708022556,12897,17,NA,0,NA,NA,"ever_wast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5911","VITAMIN-A","South Asia",8.15206921336252e-09,2.58409644496625e-09,2.57173963413432e-08,-18.6249940507084,9384.468421641,1932,0,NA,0,NA,NA,"ever_wast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5912","ZVITAMBO","Africa",1.44228439840601,0.971420757715614,2.14138340092415,0.366228244385962,0.220667101696723,6772,33,NA,0,NA,NA,"ever_wast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5913","ZVITAMBO","Africa",0.960234973355847,0.659634574115219,1.39782121835028,-0.0405772605577143,0.205707776369248,7183,35,NA,0,NA,NA,"ever_wast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5914","pooled",NA,0.4896610395525,0.0580533077176352,4.13013389042085,-0.714041883266361,1.08793454525608,NA,NA,NA,1,2,"RE","ever_wast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5915","pooled",NA,0.412299190273031,0.077678717950991,2.18838089484236,-0.886006003197889,0.851616304169804,NA,NA,NA,1,2,"RE","ever_wast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5916","pooled",NA,0.641821548781415,0.455589530286199,0.90417990997598,-0.443444975330271,0.174856149183426,NA,NA,NA,1,2,"FE","ever_wast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5917","pooled",NA,0.485826306931035,0.355507401990839,0.663916416886112,-0.721904112107812,0.15933933494654,NA,NA,NA,1,2,"FE","ever_wast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5918","pooled","Africa",1.44228439840601,0.93586946290415,2.22272909667363,0.366228244385962,0.220667101696723,NA,NA,NA,1,1,"RE","ever_wast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5919","pooled","South Asia",0.163704022181004,0.09333837946987,0.287116693373592,-1.80969522446704,0.286647283534105,NA,NA,NA,1,1,"RE","ever_wast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5920","pooled","Africa",0.960234973355847,0.641616502285092,1.43707526345076,-0.0405772605577143,0.205707776369248,NA,NA,NA,1,1,"RE","ever_wast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5921","pooled","South Asia",0.174845044956645,0.106709276714737,0.286486711250186,-1.74385515469818,0.251934708022556,NA,NA,NA,1,1,"RE","ever_wast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5922","iLiNS-DYAD-M","Africa",3.87135270539768e-08,1.84834284678813e-08,8.10854533596595e-08,-17.0670767617058,6653.12397439018,627,0,NA,0,NA,NA,"ever_wast_muac","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5923","iLiNS-DYAD-M","Africa",3.6422847847919e-08,1.54885100893674e-08,8.56521277836377e-08,-17.1280695710879,6959.14627176545,579,0,NA,0,NA,NA,"ever_wast_muac","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5924","JiVitA-3","South Asia",1.17507873743621e-08,9.81497600860608e-09,1.40683995351994e-08,-18.2593455880173,1573.05907707335,12394,0,NA,0,NA,NA,"ever_wast_muac","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5925","JiVitA-3","South Asia",1.13175926518656e-08,9.58013147486868e-09,1.33701613354234e-08,-18.2969074500502,1409.59162760395,12897,0,NA,0,NA,NA,"ever_wast_muac","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5926","iLiNS-DYAD-M","Africa",0.541184133191178,0.114604892790147,2.55556511495701,-0.613995700943851,0.803614553959555,627,2,NA,0,NA,NA,"ever_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5927","iLiNS-DYAD-M","Africa",9.65947604413942,1.17801585727437,79.2056209355182,2.26793940701628,1.05874796592639,579,2,NA,0,NA,NA,"ever_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5928","VITAMIN-A","South Asia",3.16485470842999,0.944969657346767,10.5996052334577,1.15210714883312,1.09283550095258,1932,1,NA,0,NA,NA,"ever_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5929","ZVITAMBO","Africa",1.09682542622521,0.749283339095394,1.60556888541859,0.0924200311865516,0.214567652849512,6744,46,NA,0,NA,NA,"ever_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5930","ZVITAMBO","Africa",1.20533176298388,0.847497109219728,1.71425323231533,0.186754851026798,0.192172773105574,7136,52,NA,0,NA,NA,"ever_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5931","pooled",NA,1.09682542622521,0.720267528663133,1.67024885579253,0.0924200311865516,0.214567652849512,NA,NA,NA,1,2,"RE","ever_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5932","pooled",NA,1.20533176298388,0.827038704256177,1.75665860785133,0.186754851026798,0.192172773105574,NA,NA,NA,1,2,"RE","ever_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5933","pooled",NA,1.09682542622521,0.720267528663133,1.67024885579253,0.0924200311865516,0.214567652849512,NA,NA,NA,1,2,"FE","ever_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5934","pooled",NA,1.20533176298388,0.827038704256177,1.75665860785133,0.186754851026798,0.192172773105574,NA,NA,NA,1,2,"FE","ever_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5935","pooled","Africa",1.09682542622521,0.720267528663133,1.67024885579253,0.0924200311865516,0.214567652849512,NA,NA,NA,1,1,"RE","ever_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5936","pooled","Africa",1.20533176298388,0.827038704256177,1.75665860785133,0.186754851026798,0.192172773105574,NA,NA,NA,1,1,"RE","ever_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5937","iLiNS-DYAD-M","Africa",0.541184133191178,0.114604892790147,2.55556511495701,-0.613995700943851,0.803614553959555,627,2,NA,0,NA,NA,"ever_sstunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5938","iLiNS-DYAD-M","Africa",9.65947604413942,1.17801585727437,79.2056209355182,2.26793940701628,1.05874796592639,579,2,NA,0,NA,NA,"ever_sstunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5939","VITAMIN-A","South Asia",3.16485470842999,0.944969657346767,10.5996052334577,1.15210714883312,1.09283550095258,1932,1,NA,0,NA,NA,"ever_sstunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5940","ZVITAMBO","Africa",1.09682542622521,0.749283339095394,1.60556888541859,0.0924200311865516,0.214567652849512,6744,46,NA,0,NA,NA,"ever_sstunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5941","ZVITAMBO","Africa",1.20533176298388,0.847497109219728,1.71425323231533,0.186754851026798,0.192172773105574,7136,52,NA,0,NA,NA,"ever_sstunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5942","pooled",NA,1.09682542622521,0.720267528663133,1.67024885579253,0.0924200311865516,0.214567652849512,NA,NA,NA,1,2,"RE","ever_sstunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5943","pooled",NA,1.20533176298388,0.827038704256177,1.75665860785133,0.186754851026798,0.192172773105574,NA,NA,NA,1,2,"RE","ever_sstunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5944","pooled",NA,1.09682542622521,0.720267528663133,1.67024885579253,0.0924200311865516,0.214567652849512,NA,NA,NA,1,2,"FE","ever_sstunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5945","pooled",NA,1.20533176298388,0.827038704256177,1.75665860785133,0.186754851026798,0.192172773105574,NA,NA,NA,1,2,"FE","ever_sstunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5946","pooled","Africa",1.09682542622521,0.720267528663133,1.67024885579253,0.0924200311865516,0.214567652849512,NA,NA,NA,1,1,"RE","ever_sstunt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5947","pooled","Africa",1.20533176298388,0.827038704256177,1.75665860785133,0.186754851026798,0.192172773105574,NA,NA,NA,1,1,"RE","ever_sstunt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5948","iLiNS-DYAD-M","Africa",1.01645610517651e-07,4.28508309491797e-08,2.41111546932646e-07,-16.1017734801197,6674.98091766395,627,0,NA,0,NA,NA,"ever_swast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5949","iLiNS-DYAD-M","Africa",1.07530671730043e-07,3.95074730860009e-08,2.92674890584472e-07,-16.0454897116552,6899.67752226186,579,0,NA,0,NA,NA,"ever_swast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5950","JiVitA-3","South Asia",0.234082572126753,0.0870479869317926,0.629476367057303,-1.45208135353269,0.505184081272015,12394,4,NA,0,NA,NA,"ever_swast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5951","JiVitA-3","South Asia",0.164916377189594,0.0679339327115146,0.40035090535441,-1.80231673846213,0.504240417557664,12897,4,NA,0,NA,NA,"ever_swast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5952","VITAMIN-A","South Asia",3.54856552607897e-08,1.10753509436358e-08,1.13696779063348e-07,-17.1541372992871,9518.69178821462,1932,0,NA,0,NA,NA,"ever_swast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5953","ZVITAMBO","Africa",1.79345448587064,1.15260427884095,2.79061864677789,0.584143640400637,0.262615767339973,6830,18,NA,0,NA,NA,"ever_swast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5954","ZVITAMBO","Africa",0.904963544589529,0.601392926767136,1.36177028459324,-0.0998606183150761,0.246505560344689,7240,21,NA,0,NA,NA,"ever_swast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5955","pooled",NA,1.79345448587064,1.07188280868297,3.00077486720926,0.584143640400637,0.262615767339973,NA,NA,NA,1,1,"RE","ever_swast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5956","pooled",NA,0.904963544589529,0.558214759722791,1.46710383910798,-0.0998606183150761,0.246505560344689,NA,NA,NA,1,1,"RE","ever_swast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5957","pooled",NA,1.79345448587064,1.07188280868297,3.00077486720926,0.584143640400637,0.262615767339973,NA,NA,NA,1,1,"FE","ever_swast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5958","pooled",NA,0.904963544589529,0.558214759722791,1.46710383910798,-0.0998606183150761,0.246505560344689,NA,NA,NA,1,1,"FE","ever_swast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5959","pooled","Africa",1.79345448587064,1.07188280868297,3.00077486720926,0.584143640400637,0.262615767339973,NA,NA,NA,1,1,"RE","ever_swast","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5960","pooled","Africa",0.904963544589529,0.558214759722791,1.46710383910798,-0.0998606183150761,0.246505560344689,NA,NA,NA,1,1,"RE","ever_swast","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5961","iLiNS-DYAD-M","Africa",1.11753040681671e-07,4.56712809850718e-08,2.73448474232227e-07,-16.0069743941435,7119.74416626779,627,0,NA,0,NA,NA,"ever_swast_muac","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5962","iLiNS-DYAD-M","Africa",1.09504995464722e-07,3.77051209831459e-08,3.18029586407873e-07,-16.0272956680481,9444.78300669133,579,0,NA,0,NA,NA,"ever_swast_muac","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5963","JiVitA-3","South Asia",1.08192350972862e-07,8.03883344777471e-08,1.4561297836411e-07,-16.0393551664446,1228.28811804371,12394,0,NA,0,NA,NA,"ever_swast_muac","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5964","JiVitA-3","South Asia",1.07063814658084e-07,8.15244222543287e-08,1.4060400665436e-07,-16.0498407815858,1163.26295678685,12897,0,NA,0,NA,NA,"ever_swast_muac","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"5965","iLiNS-DYAD-M","Africa",1.82570304486459,0.384704984247888,8.66427975853849,0.601965142915195,0.803052163989985,627,2,NA,0,NA,NA,"ever_suwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5966","iLiNS-DYAD-M","Africa",4.77936847507061,1.21156093019472,18.8536642699659,1.56430841958892,0.660712219460072,579,5,NA,0,NA,NA,"ever_suwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5967","VITAMIN-A","South Asia",10.8933343592652,1.81130890828904,65.5132500699945,2.38815107550348,1.07742767079506,1932,2,NA,0,NA,NA,"ever_suwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5968","ZVITAMBO","Africa",1.19577223047584,0.721966826268213,1.98052206161333,0.178792194645961,0.255132752958063,6830,19,NA,0,NA,NA,"ever_suwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5969","ZVITAMBO","Africa",1.12997481779898,0.698881311717475,1.82698130204975,0.122195347342283,0.242705790645829,7240,24,NA,0,NA,NA,"ever_suwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5970","pooled",NA,1.19577223047584,0.7252288627726,1.9716137905911,0.178792194645961,0.255132752958063,NA,NA,NA,1,2,"RE","ever_suwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5971","pooled",NA,1.12997481779898,0.702220373170959,1.8182939966468,0.122195347342283,0.242705790645829,NA,NA,NA,1,2,"RE","ever_suwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5972","pooled",NA,1.19577223047584,0.7252288627726,1.9716137905911,0.178792194645961,0.255132752958063,NA,NA,NA,1,2,"FE","ever_suwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5973","pooled",NA,1.12997481779898,0.702220373170959,1.8182939966468,0.122195347342283,0.242705790645829,NA,NA,NA,1,2,"FE","ever_suwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5974","pooled","Africa",1.19577223047584,0.7252288627726,1.9716137905911,0.178792194645961,0.255132752958063,NA,NA,NA,1,1,"RE","ever_suwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5975","pooled","Africa",1.12997481779898,0.702220373170959,1.8182939966468,0.122195347342283,0.242705790645829,NA,NA,NA,1,1,"RE","ever_suwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5976","iLiNS-DYAD-M","Africa",1.08639579498805e-08,5.49957762313409e-09,2.14608448911229e-08,-18.3378151367303,6534.76442445628,627,0,NA,0,NA,NA,"ever_stunt_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5977","iLiNS-DYAD-M","Africa",0.925041830638129,0.205776121979693,4.15841439812334,-0.0779163201807195,0.81773232229167,579,2,NA,0,NA,NA,"ever_stunt_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5978","VITAMIN-A","South Asia",6.09832530212148e-09,1.9460453162552e-09,1.9110331696725e-08,-18.9152516440961,8701.04865503226,1932,0,NA,0,NA,NA,"ever_stunt_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5979","ZVITAMBO","Africa",0.764757035857455,0.435189913530842,1.34390367448632,-0.268197095787555,0.265572197076368,6830,18,NA,0,NA,NA,"ever_stunt_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5980","ZVITAMBO","Africa",1.43122932328177,0.88635266770204,2.3110635872878,0.358533741600701,0.232452876417356,7240,27,NA,0,NA,NA,"ever_stunt_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5981","pooled",NA,0.764757035857455,0.45442672383076,1.28701349023499,-0.268197095787555,0.265572197076368,NA,NA,NA,1,2,"RE","ever_stunt_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5982","pooled",NA,1.43122932328177,0.907488943691578,2.25723673005736,0.358533741600701,0.232452876417356,NA,NA,NA,1,2,"RE","ever_stunt_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5983","pooled",NA,0.764757035857455,0.45442672383076,1.28701349023499,-0.268197095787555,0.265572197076368,NA,NA,NA,1,2,"FE","ever_stunt_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5984","pooled",NA,1.43122932328177,0.907488943691578,2.25723673005736,0.358533741600701,0.232452876417356,NA,NA,NA,1,2,"FE","ever_stunt_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5985","pooled","Africa",0.764757035857455,0.45442672383076,1.28701349023499,-0.268197095787555,0.265572197076368,NA,NA,NA,1,1,"RE","ever_stunt_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5986","pooled","Africa",1.43122932328177,0.907488943691578,2.25723673005736,0.358533741600701,0.232452876417356,NA,NA,NA,1,1,"RE","ever_stunt_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
