"","studyid","region","RR","RR.CI1","RR.CI2","est","se","N","sparseN","W","pooled","Nstudies","method","X","Y","adj","agecat","sex","analysis","df","logHR.psi","logSE","HR.CI1","HR.CI2","severe"
"5987","iLiNS-DYAD-M","Africa",3.7466698770186e-08,1.81792949290471e-08,7.72171595331194e-08,-17.0998133312998,6050.87401336296,627,0,NA,0,NA,NA,"ever_wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5988","iLiNS-DYAD-M","Africa",1.29097886698472e-08,5.5687497448789e-09,2.99281977347574e-08,-18.1652800017147,10276.1418129948,579,0,NA,0,NA,NA,"ever_wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5989","JiVitA-3","South Asia",0.151075904740182,0.078290181486278,0.291529902725606,-1.88997288807012,0.340954458559393,12394,9,NA,0,NA,NA,"ever_wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5990","JiVitA-3","South Asia",0.174051345040175,0.101746894832538,0.297737545309403,-1.74840493685926,0.285332235998515,12897,13,NA,0,NA,NA,"ever_wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5991","VITAMIN-A","South Asia",8.88608783578202e-09,2.81563330914184e-09,2.80443326085313e-08,-18.5387789477435,9773.90608815387,1932,0,NA,0,NA,NA,"ever_wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5992","ZVITAMBO","Africa",1.4623816329126,0.976390179462077,2.19027196838289,0.380066362087865,0.258166679688142,6830,19,NA,0,NA,NA,"ever_wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5993","ZVITAMBO","Africa",1.01524340041978,0.66194580521692,1.55710505901332,0.015128387114757,0.232607662662322,7240,25,NA,0,NA,NA,"ever_wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5994","pooled",NA,0.475195794013096,0.051377046499753,4.39517368225562,-0.744028361955413,1.13496704615236,NA,NA,NA,1,2,"RE","ever_wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5995","pooled",NA,0.423629588181962,0.0752385271066192,2.38524111096574,-0.858895818350607,0.881732669553943,NA,NA,NA,1,2,"RE","ever_wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5996","pooled",NA,0.639446793498573,0.42717518896699,0.95720025946358,-0.447151861583169,0.205821025357338,NA,NA,NA,1,2,"FE","ever_wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5997","pooled",NA,0.502099170943559,0.352633427769787,0.714916844544847,-0.688957627120775,0.180290093231246,NA,NA,NA,1,2,"FE","ever_wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5998","pooled","Africa",1.4623816329126,0.881667454221899,2.42558578071533,0.380066362087865,0.258166679688142,NA,NA,NA,1,1,"RE","ever_wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"5999","pooled","South Asia",0.151075904740182,0.0774406357205238,0.294728068548328,-1.88997288807012,0.340954458559393,NA,NA,NA,1,1,"RE","ever_wast_uwt","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6000","pooled","Africa",1.01524340041978,0.643532574950558,1.60165810126255,0.015128387114757,0.232607662662322,NA,NA,NA,1,1,"RE","ever_wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6001","pooled","South Asia",0.174051345040175,0.0994941809525873,0.3044788189646,-1.74840493685926,0.285332235998515,NA,NA,NA,1,1,"RE","ever_wast_uwt","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6002","iLiNS-DYAD-M","Africa",3.84911461139361e-08,1.81434020974992e-08,8.16587937148014e-08,-17.0728375931667,7422.68754453594,627,0,NA,0,NA,NA,"ever_co","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6003","iLiNS-DYAD-M","Africa",3.6902095586545e-08,1.51243717438047e-08,9.00377669727879e-08,-17.1149974965492,7453.97438268214,579,0,NA,0,NA,NA,"ever_co","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6004","JiVitA-3","South Asia",0.0407286939764297,0.0057223909167392,0.289883466047949,-3.20082242323171,1.00256385342051,12394,1,NA,0,NA,NA,"ever_co","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6005","JiVitA-3","South Asia",0.0873898596258099,0.0282655318733893,0.270187293825828,-2.43737602563978,0.581273839467892,12897,3,NA,0,NA,NA,"ever_co","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6006","VITAMIN-A","South Asia",1.16586742123291e-08,3.67595764276678e-09,3.69766731824805e-08,-18.2672153664057,12510.4930331992,1932,0,NA,0,NA,NA,"ever_co","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6007","ZVITAMBO","Africa",1.26808642823394,0.494585781393214,3.2512927988778,0.237509014759949,0.596413685318495,6830,3,NA,0,NA,NA,"ever_co","dead",1,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6008","ZVITAMBO","Africa",1.72162201148134,0.963655889048807,3.07576841910105,0.543266876382999,0.394108523275473,7240,7,NA,0,NA,NA,"ever_co","dead",1,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6009","JiVitA-3","South Asia",5.03096962114447,3.74804734041606,6.75302444981094,1.61561273315751,0.154267281184758,12362,58,NA,0,NA,NA,"stunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6010","JiVitA-3","South Asia",3.99181783398953,2.96473968999979,5.37470782797732,1.38424672463986,0.154461807284592,12768,59,NA,0,NA,NA,"stunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6011","ZVITAMBO","Africa",0.801870469063216,0.458832737886362,1.40137395626489,-0.22080819405599,0.267262278900171,6777,18,NA,0,NA,NA,"stunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6012","ZVITAMBO","Africa",1.19358247259182,0.783905674541801,1.81736038549679,0.176959265868777,0.19658021685758,7156,36,NA,0,NA,NA,"stunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6013","pooled",NA,2.03474525357463,0.336504964876379,12.3034982514016,0.710370628539963,0.918118879634904,NA,NA,NA,1,2,"RE","stunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6014","pooled",NA,2.1961951013223,0.672768176742218,7.16929410429023,0.786726363654583,0.603612670829497,NA,NA,NA,1,2,"RE","stunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6015","pooled",NA,3.17933211551474,2.44684832581697,4.13109083799399,1.15667114816572,0.13360732109924,NA,NA,NA,1,2,"FE","stunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6016","pooled",NA,2.51783413435016,1.98446327739889,3.19456086706137,0.923399061470834,0.121454374037317,NA,NA,NA,1,2,"FE","stunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6017","pooled","Africa",0.801870469063216,0.47490416143716,1.35394949416703,-0.22080819405599,0.267262278900171,NA,NA,NA,1,1,"RE","stunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6018","pooled","South Asia",5.03096962114447,3.71823414000509,6.80717092464863,1.61561273315751,0.154267281184758,NA,NA,NA,1,1,"RE","stunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6019","pooled","Africa",1.19358247259182,0.811932590272712,1.75462733722747,0.176959265868777,0.19658021685758,NA,NA,NA,1,1,"RE","stunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6020","pooled","South Asia",3.99181783398953,2.94910455136108,5.40320268143858,1.38424672463986,0.154461807284592,NA,NA,NA,1,1,"RE","stunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6021","JiVitA-3","South Asia",1.71643967890984,0.939418705124268,3.13615766352704,0.540252191387161,0.316232538978683,9726,13,NA,0,NA,NA,"wast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6022","JiVitA-3","South Asia",1.51248372434847,0.889933415534148,2.57053727446113,0.413753150103623,0.282009726563493,10762,17,NA,0,NA,NA,"wast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6023","ZVITAMBO","Africa",1.47750717052312,0.962447136192699,2.26820503366345,0.390356323432279,0.225723805268094,6305,30,NA,0,NA,NA,"wast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6024","ZVITAMBO","Africa",1.08986828055089,0.72463516903699,1.63918744177089,0.0860568454075941,0.218796723243726,6776,28,NA,0,NA,NA,"wast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6025","pooled",NA,1.55418349605564,1.08421382977438,2.22786896189509,0.440950324804468,0.183722031275885,NA,NA,NA,1,2,"RE","wast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6026","pooled",NA,1.23268046144501,0.878418090291344,1.72981537700836,0.209191035238809,0.172869208716212,NA,NA,NA,1,2,"RE","wast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6027","pooled",NA,1.55418349605564,1.08421382977438,2.22786896189509,0.440950324804468,0.183722031275885,NA,NA,NA,1,2,"FE","wast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6028","pooled",NA,1.23268046144501,0.878418090291344,1.72981537700836,0.209191035238809,0.172869208716212,NA,NA,NA,1,2,"FE","wast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6029","pooled","Africa",1.47750717052312,0.949269692373713,2.29969149598408,0.390356323432279,0.225723805268094,NA,NA,NA,1,1,"RE","wast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6030","pooled","South Asia",1.71643967890984,0.923519296116992,3.19015009618478,0.540252191387161,0.316232538978683,NA,NA,NA,1,1,"RE","wast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6031","pooled","Africa",1.08986828055089,0.709790990295797,1.67346850719527,0.0860568454075941,0.218796723243726,NA,NA,NA,1,1,"RE","wast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6032","pooled","South Asia",1.51248372434847,0.870240286610687,2.62870732556929,0.413753150103623,0.282009726563493,NA,NA,NA,1,1,"RE","wast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6033","iLiNS-DYAD-M","Africa",3.01490117043013,0.615694750707156,14.76320702267,1.10356705034841,0.802115438956949,1253,2,NA,0,NA,NA,"underwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6034","iLiNS-DYAD-M","Africa",22.4474881124317,3.75760557738743,134.09862003348,3.11117871984065,0.815081875979261,1156,3,NA,0,NA,NA,"underwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6035","JiVitA-3","South Asia",5.34395450286215,3.9691627301424,7.19493043502301,1.67596592251213,0.155716159490278,12543,55,NA,0,NA,NA,"underwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6036","JiVitA-3","South Asia",4.15707307556779,3.12784688986784,5.52496882490971,1.42481123903535,0.145773657382868,13043,65,NA,0,NA,NA,"underwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6037","VITAMIN-A","South Asia",5.77754446817609,0.813645391257498,41.0252678137375,1.75397875992191,1.1152375775933,2154,1,NA,0,NA,NA,"underwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6038","ZVITAMBO","Africa",1.28182765691577,0.860198500220898,1.9101197474911,0.248286916478533,0.192469569545499,6913,45,NA,0,NA,NA,"underwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6039","ZVITAMBO","Africa",1.51813974486148,1.0627551638285,2.16865404504402,0.417485733274838,0.170763219542728,7333,52,NA,0,NA,NA,"underwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6040","pooled",NA,2.62901216700506,0.648891551917238,10.6515564177698,0.966608173734394,0.713825433804518,NA,NA,NA,1,2,"RE","underwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6041","pooled",NA,2.52205686034893,0.939813134173687,6.76812291246144,0.925074783025664,0.503647448947976,NA,NA,NA,1,2,"RE","underwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6042","pooled",NA,3.03790202740291,2.39622213082714,3.85141619776004,1.1111671546091,0.121058045727942,NA,NA,NA,1,2,"FE","underwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6043","pooled",NA,2.71877387626426,2.18775385767482,3.37868511319323,1.0001809978905,0.110870212322085,NA,NA,NA,1,2,"FE","underwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6044","pooled","Africa",1.28182765691577,0.879014891675035,1.86923129243367,0.248286916478533,0.192469569545499,NA,NA,NA,1,1,"RE","underwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6045","pooled","South Asia",5.34395450286215,3.93835155974754,7.25121901775861,1.67596592251213,0.155716159490278,NA,NA,NA,1,1,"RE","underwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6046","pooled","Africa",1.51813974486148,1.08631346641611,2.121623597774,0.417485733274838,0.170763219542728,NA,NA,NA,1,1,"RE","underwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6047","pooled","South Asia",4.15707307556779,3.12393951553287,5.53187936888172,1.42481123903535,0.145773657382868,NA,NA,NA,1,1,"RE","underwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6048","JiVitA-3","South Asia",7.21255092929721,5.45089439842052,9.54355140741305,1.97582269306367,0.140222920813009,12362,89,NA,0,NA,NA,"sstunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6049","JiVitA-3","South Asia",6.31870302224636,4.73124366749718,8.43879763742247,1.84351396909968,0.14102235085195,12768,91,NA,0,NA,NA,"sstunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6050","ZVITAMBO","Africa",0.684597983650116,0.323351618557825,1.44942648287375,-0.378923498186744,0.461578841771375,6777,5,NA,0,NA,NA,"sstunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6051","ZVITAMBO","Africa",1.07528350756154,0.529772303908541,2.1825123984463,0.0725843547737436,0.295972992898337,7156,13,NA,0,NA,NA,"sstunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6052","pooled",NA,2.31524152966606,0.230677827992608,23.2373582989616,0.839514014565085,1.17665675536587,NA,NA,NA,1,2,"RE","sstunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6053","pooled",NA,2.65691853305553,0.468631067404692,15.0634829448853,0.9771670050564,0.885258398886224,NA,NA,NA,1,2,"RE","sstunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6054","pooled",NA,5.91131613973581,4.54441202527216,7.68936846165669,1.77686850370351,0.134168444805925,NA,NA,NA,1,2,"FE","sstunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6055","pooled",NA,4.55331968441372,3.54780675100058,5.84381326367967,1.51585656790351,0.127309679572994,NA,NA,NA,1,2,"FE","sstunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6056","pooled","Africa",0.684597983650116,0.27703317127792,1.69176274832312,-0.378923498186744,0.461578841771375,NA,NA,NA,1,1,"RE","sstunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6057","pooled","South Asia",7.21255092929721,5.47934609587699,9.49399618083077,1.97582269306367,0.140222920813009,NA,NA,NA,1,1,"RE","sstunt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6058","pooled","Africa",1.07528350756154,0.601985023850811,1.92070329962295,0.0725843547737436,0.295972992898337,NA,NA,NA,1,1,"RE","sstunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6059","pooled","South Asia",6.31870302224636,4.79277780767289,8.33045250281093,1.84351396909968,0.14102235085195,NA,NA,NA,1,1,"RE","sstunt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6060","JiVitA-3","South Asia",2.36412840428668,0.850753782569662,6.56958949400551,0.860409414602892,0.520488876379892,9726,4,NA,0,NA,NA,"swast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6061","JiVitA-3","South Asia",0.831442866685221,0.482940663907185,1.43143307703448,-0.184592693852121,0.534612721798161,10762,4,NA,0,NA,NA,"swast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6062","ZVITAMBO","Africa",1.94463412829466,1.2124870105889,3.11888033430693,0.665073850529788,0.276510319995007,6305,17,NA,0,NA,NA,"swast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6063","ZVITAMBO","Africa",1.01164653983003,0.611898257959751,1.67254720574377,0.0115792409140091,0.270818433405397,6776,16,NA,0,NA,NA,"swast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6064","pooled",NA,1.94463412829466,1.13101292311235,3.34355321292174,0.665073850529788,0.276510319995007,NA,NA,NA,1,1,"RE","swast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6065","pooled",NA,1.01164653983003,0.594981546287357,1.72010161985054,0.0115792409140091,0.270818433405397,NA,NA,NA,1,1,"RE","swast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6066","pooled",NA,1.94463412829466,1.13101292311235,3.34355321292174,0.665073850529788,0.276510319995007,NA,NA,NA,1,1,"FE","swast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6067","pooled",NA,1.01164653983003,0.594981546287357,1.72010161985054,0.0115792409140091,0.270818433405397,NA,NA,NA,1,1,"FE","swast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6068","pooled","Africa",1.94463412829466,1.13101292311235,3.34355321292174,0.665073850529788,0.276510319995007,NA,NA,NA,1,1,"RE","swast","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6069","pooled","Africa",1.01164653983003,0.594981546287357,1.72010161985054,0.0115792409140091,0.270818433405397,NA,NA,NA,1,1,"RE","swast","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6070","iLiNS-DYAD-M","Africa",13.8219102283889,2.77350980952432,68.8821080443216,2.62625503081298,0.803854871948812,1253,2,NA,0,NA,NA,"sunderwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6071","iLiNS-DYAD-M","Africa",22.795047615424,3.72317489751345,139.562123749942,3.1265433025171,0.725735082848788,1156,5,NA,0,NA,NA,"sunderwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6072","JiVitA-3","South Asia",6.57645326192743,4.98756374288195,8.67151574113517,1.88349558207067,0.134368994336177,12543,101,NA,0,NA,NA,"sunderwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6073","JiVitA-3","South Asia",5.77733510609375,4.41375861826547,7.5621717938939,1.75394252205703,0.130840998117404,13043,107,NA,0,NA,NA,"sunderwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6074","VITAMIN-A","South Asia",19.0905582168557,2.12536000354826,171.476555700076,2.94919387863312,1.10696830220465,2154,2,NA,0,NA,NA,"sunderwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6075","ZVITAMBO","Africa",1.52331796335376,0.869128728804661,2.66991245435839,0.420890826484974,0.252460469079345,6913,19,NA,0,NA,NA,"sunderwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6076","ZVITAMBO","Africa",1.54522119538156,0.882418138097707,2.70586974538371,0.435167068633825,0.229301915461607,7333,23,NA,0,NA,NA,"sunderwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6077","pooled",NA,3.21494294526724,0.767040094053078,13.4749907096882,1.16780961111446,0.731135620526716,NA,NA,NA,1,2,"RE","sunderwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6078","pooled",NA,3.02829297519142,0.831825832373718,11.0246135509214,1.10799908624194,0.659250654288779,NA,NA,NA,1,2,"RE","sunderwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6079","pooled",NA,4.76183379643891,3.77404681213024,6.00815576320553,1.56063284540579,0.118614793207281,NA,NA,NA,1,2,"FE","sunderwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6080","pooled",NA,4.17880611319128,3.34439950432329,5.2213919147731,1.43002558688607,0.113642056022075,NA,NA,NA,1,2,"FE","sunderwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6081","pooled","Africa",1.52331796335376,0.92873513086833,2.49855695165388,0.420890826484974,0.252460469079345,NA,NA,NA,1,1,"RE","sunderwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6082","pooled","South Asia",6.57645326192743,5.05375915335483,8.55793404353381,1.88349558207067,0.134368994336177,NA,NA,NA,1,1,"RE","sunderwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6083","pooled","Africa",1.54522119538156,0.985836572911973,2.42201254068266,0.435167068633825,0.229301915461607,NA,NA,NA,1,1,"RE","sunderwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6084","pooled","South Asia",5.77733510609375,4.47047275933122,7.46623516683648,1.75394252205703,0.130840998117404,NA,NA,NA,1,1,"RE","sunderwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"6085","iLiNS-DYAD-M","Africa",3.81870816249395e-08,1.66381966862876e-08,8.76449071089304e-08,-17.0807685558863,8617.10834438109,1183,0,NA,0,NA,NA,"stunt_uwt","dead",0,"(0,30]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"6086","iLiNS-DYAD-M","Africa",5.80020774996429,0.430538443506835,78.1403158071568,1.75789373587025,1.2296368609045,1083,1,NA,0,NA,NA,"stunt_uwt","dead",0,"(0,30]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
